사업코드,사업명,공고관리번호,사업구분,국내외구분,발주처,PM부서,발주방법,등록구분,진행상태,PM,대표사,공동도급사,수주일자,계약일자,원화공급가액,원화부가세액,원화합계금액,수금율(%),변경준공일(차수),주관사
C19940043,시화국가 공업단지 지원시설 흙막이 설계,,설계,국내,두산산업개발㈜,지반부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-08-01,1994-08-01,"17,000,000",0,"17,000,000",100.00,1994-12-31,주관사
C19940044,광주비아지구 두산APT 토목설계 및 지질조사,,설계,국내,두산산업개발㈜,도로부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-08-01,1994-08-01,"80,485,000",0,"80,485,000",100.00,1994-12-31,주관사
C19940045,시화 국가공업단지 지원시설 토목설계및 지질조사,,설계,국내,두산산업개발㈜,도로부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-08-01,1994-08-01,"70,300,000",0,"70,300,000",100.00,1994-12-31,주관사
C19940046,경월 추가부지 토목설계,,설계,국내,㈜경월,도로부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-07-26,1994-07-26,"25,000,000",0,"25,000,000",100.00,1995-04-12,비주관사
C19940047,청계고가도로 보수공사 전면책임감리용역,,감리,국내,서울특별시 도시기반시설본부,건설사업관리부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-09-26,1994-09-26,"2,389,266,364","238,926,636","2,628,193,000",100.00,1999-12-24,주관사
C19940048,영월 신광산 터널설치 기본설계용역,,설계,국내,쌍용엔지니어링㈜,도로부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-07-11,1994-07-11,"27,500,000",0,"27,500,000",100.00,1994-08-10,주관사
C19940049,두산센타 신축공사 (지질조사<NX>),,설계,국내,두산개발㈜,지반부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-08-26,1994-08-26,"15,000,000",0,"15,000,000",100.00,1994-09-30,주관사
C19940050,광릉 골프장 사후환경관리보고서 작성용역,,설계,국내,광릉레저개발㈜,환경사업부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-07-18,1994-07-18,"9,000,000",0,"9,000,000",100.00,1995-01-30,주관사
C19940051,홍은동 두산아파트 옹벽부 안정검토 및 감리용역,,감리,국내,신성주택산업㈜,지반부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-08-20,1994-08-20,"6,000,000",0,"6,000,000",100.00,1994-10-20,주관사
C19940052,춘천가족호텔 신축공사 토목설계용역,,설계,국내,㈜우일종합건축사사무소,도로부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-09-01,1994-09-01,"17,000,000",0,"17,000,000",100.00,1995-01-31,주관사
C19940054,154KV 효목관로공사 일부구간 실시설계,,설계,국내,한국전력공사 부산전력구건설사무소,구조부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-09-12,1994-09-12,"9,600,000",0,"9,600,000",100.00,1994-10-11,주관사
C19940055,"신투리지구 1,5단지 아파트 설계용역",,설계,국내,㈜종합건축사사무소 우양건축,도시설계부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-09-01,1994-09-01,"40,000,000",0,"40,000,000",100.00,1995-07-20,주관사
C19940056,경포지구 위락시설 조성사업 지반조사 및 콘도미니엄부지 토류벽 안정성 검토용역,,설계,국내,두산산업개발㈜,지반부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-08-30,1994-08-30,"41,000,000",0,"41,000,000",100.00,1994-10-20,주관사
C19940057,두산센터 신축공사 굴토및 토목설계용역,,설계,국내,우일종합건축,지반부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-09-14,1994-09-14,"31,000,000",0,"31,000,000",100.00,1996-12-25,주관사
C19940058,부산지하철 2호선 2단계 T-3공구 건설공사 T/K 기본설계용역,,설계,국내,두산산업개발㈜,철도설계부,턴키(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-09-16,1994-09-16,"700,000,000",0,"700,000,000",100.00,1994-10-30,주관사
C19940059,구미옥계3지구 택지개발기본계획 및 실시설계용역,,설계,국내,경상북도 공영개발사업단,도시계획부,일반경쟁(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-09-22,1994-09-22,"67,467,000",0,"67,467,000",100.00,1995-04-29,주관사
C19940060,통합포항시 상수도확장 기본계획용역,,설계,국내,경상북도 포항시,상하수도부,일반경쟁(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-09-27,1994-09-27,"25,160,000",0,"25,160,000",100.00,1995-02-03,주관사
C19940061,가리봉 두산아파트 신축공사 토목설계,,설계,국내,두산산업개발㈜,도로부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-09-01,1994-09-01,"40,000,000",0,"40,000,000",100.00,1995-06-30,주관사
C19940062,한림항 안벽 및 기타공사 실시설계용역,,설계,국내,제주지방해운수산청,구조부,일반경쟁(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-10-06,1994-10-06,"169,796,000",0,"169,796,000",100.00,1995-09-08,주관사
C19940063,서인천 복합화력 3단계발전소 조경 및 휴식시설 설계용역,,설계,국내,한국전력기술㈜,도시설계부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-10-11,1994-10-11,"46,410,000",0,"46,410,000",100.00,1997-09-30,주관사
C19940064,경주동해 양남관광지 진입도로 및 토질조사 설계용역,,설계,국내,동해리조트개발㈜[현:코오롱개발㈜],도로부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-10-13,1994-10-13,"280,000,000",0,"280,000,000",100.00,1995-08-30,주관사
C19940065,154KV 남제주-안덕관로공사 실시설계용역,,설계,국내,현공간정보㈜,구조부,일반경쟁(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-10-21,1994-10-21,"80,992,000",0,"80,992,000",100.00,1996-07-08,주관사
C19940066,가리봉동 두산APT 흙막이설계,,설계,국내,두산산업개발㈜,지반부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-10-15,1994-10-15,"17,000,000",0,"17,000,000",100.00,1994-12-31,주관사
C19940067,경기도 남양주군 창현아파트 토목설계,,설계,국내,두산산업개발㈜,도로부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-10-15,1994-10-15,"30,000,000",0,"30,000,000",100.00,1994-12-31,주관사
C19940068,부산사상철물상가 교량설계용역외 2,,설계,국내,두산산업개발㈜,구조부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-10-20,1994-10-20,"14,500,000",0,"14,500,000",100.00,1994-12-31,주관사
C19940069,시화공업단지 공구및 업무지원센타 토류벽 계측용역,,설계,국내,두산산업개발㈜,지반부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-09-01,1994-09-01,"133,620,000",0,"133,620,000",100.00,1996-12-31,주관사
C19940070,대전노은지구 택지개발사업조사설계용역,,설계,국내,한국토지주택공사,도시계획부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-11-07,1994-11-07,"1,307,768,091","5,135,909","1,312,904,000",100.00,1999-12-28,주관사
C19940071,수원천천2 및 정자2지구 택지개발사업 조사설계용역,,설계,국내,한국토지주택공사,도시계획부,수의계약(미사용),본사업,준공,,,"㈜삼안(100), ㈜수성엔지니어링(0)",1994-11-08,1994-11-08,0,0,0,0.00,2000-12-27,주관사
C19940072,수해 상습침수지구 토지형질변경 환경영향성 검토용역,,설계,국내,대구광역시 북구,환경사업부,일반경쟁(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-11-10,1994-11-10,"41,774,000",0,"41,774,000",100.00,1995-05-27,주관사
C19940073,북부경찰서지구 교통개선사업 설계용역,,설계,국내,도봉구청,교통부,일반경쟁(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-11-16,1994-11-16,"25,350,000",0,"25,350,000",100.00,1995-02-13,주관사
C19940074,진량신상 토지구획정리사업 전면책임감리용역,,감리,국내,경상북도 경산시,건설사업관리부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-11-26,1994-11-26,"497,000,000",0,"497,000,000",100.00,1996-09-11,주관사
C19940075,성서지구 세방골간 도로건설 외 1개소 기본 및 실시설계,,설계,국내,대구광역시,도로부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-12-02,1994-12-02,"572,500,000",0,"572,500,000",100.00,1995-10-13,주관사
C19940076,인천교부근 부지내 사도로 실시설계,,설계,국내,두산개발㈜,도로부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-12-01,1994-12-01,"24,000,000",0,"24,000,000",100.00,1994-12-30,주관사
C19940077,시흥 시화APT 파일재하시험,,설계,국내,두산산업개발㈜,지반부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-12-05,1994-12-05,"24,000,000",0,"24,000,000",100.00,1995-03-31,주관사
C19940078,군포산본지구 쓰레기 소각시설공사 실시설계용역,,설계,국내,두산산업개발㈜,환경사업부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-12-15,1994-12-15,"55,250,000",0,"55,250,000",100.00,1996-09-24,주관사
C19940079,자인시가지 우회도로 개설사업 실시설계,,설계,국내,경상북도 경산시,도로부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-12-19,1994-12-19,"50,092,750",0,"50,092,750",100.00,1995-03-18,주관사
C19940080,석관APT건설공사 파일재하시험(1차),,설계,국내,두산산업개발㈜,지반부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-12-15,1994-12-15,"24,000,000",0,"24,000,000",100.00,1995-02-10,주관사
C19940081,강릉경포지구 위락시설 조성사업 도시계획 변경(재정비)결정 및 도립공원 계획변경용역,,설계,국내,두산산업개발㈜,도시계획부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-11-29,1994-11-29,"61,670,000",0,"61,670,000",100.00,1995-11-01,주관사
C19940082,원진레이온부지 개발타당성검토 및 기본계획안수립,,설계,국내,경남기업㈜ 외 6개사,도시계획부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-12-12,1994-12-12,"32,900,000",0,"32,900,000",100.00,1996-02-24,주관사
C19940083,용문-용두간 도로확장 및 포장공사 실시설계용역,,설계,국내,발주처 미기입,도로부,수의계약(미사용),본사업,준공,,,"㈜대한콘설탄트(80), ㈜수성엔지니어링(20)",1994-06-10,1994-06-10,"32,560,000",0,"32,560,000",100.00,1995-09-28,주관사
C19940084,서울영업소 차선확장공사 실시설계용역,,설계,국내,쌍용건설 (주),도로부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-12-24,1994-12-24,"91,000,000",0,"91,000,000",100.00,1995-08-31,주관사
C19940085,남양주 마석지구 택지개발사업 조사설계용역,,설계,국내,한국토지주택공사,도시계획부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-12-24,1994-12-24,"579,895,000","3,536,000","583,431,000",100.00,2001-06-21,비주관사
C19940086,애월-신창간 도로 확장 및 포장공사 전면책임감리용역,,감리,국내,제주지방국토관리청,건설사업관리부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-12-26,1994-12-26,"1,809,000,000",0,"1,809,000,000",100.00,1999-05-03,주관사
C19940087,대전-당진간 고속도로(대전-서공주간)건설공사 실시설계용역,,설계,국내,한국도로공사,도로부,지명경쟁입찰(PQ)(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-12-27,1994-12-27,"1,425,385,000",0,"1,425,385,000",100.00,1995-12-31,주관사
C19940088,강릉경포지구 위락시설(골프장)조성사업환경영향평가용역,,설계,국내,두산산업개발㈜,환경사업부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-11-29,1994-11-29,"75,758,000",0,"75,758,000",100.00,1995-09-25,주관사
C19940089,경주양남관광지 단지조성 토목 실시설계용역,,설계,국내,동해리조트개발㈜[현:코오롱개발㈜],도시계획부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-12-26,1994-12-26,"337,500,000",0,"337,500,000",100.00,1997-06-30,주관사
C19940090,154KV동부산-용호 전력구 4차공사 감리용역,,감리,국내,조달청(국립공원공단 중부지역본부),건설사업관리부,일반경쟁(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-12-30,1994-12-30,"169,353,000",0,"169,353,000",100.00,1996-07-13,주관사
C19940091,강릉 경포CC 진입도로 기본 및 실시설계용역,,설계,국내,두산산업개발㈜,도로부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-10-21,1994-10-21,"73,000,000",0,"73,000,000",100.00,1995-06-30,주관사
C19940092,154KV마산- 수출지중 T/L 전력건설공사 시공감리용역,,감리,국내,조달청(국립공원공단 중부지역본부),건설사업관리부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-12-30,1994-12-30,"861,524,000",0,"861,524,000",100.00,1998-08-03,주관사
C19940093,고운로 확장 및 합포보건소-해안도로간 도로개설 조사측량 설계용역,,설계,국내,경상남도 마산시,도로부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-01-20,1994-01-20,"8,500,000",0,"8,500,000",100.00,1994-02-18,주관사
C19940094,견유-죽촌 및 노산-우동간 확.포장공사 설계용역,,설계,국내,경상남도 통영시,도로부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-01-21,1994-01-21,"9,000,000",0,"9,000,000",100.00,1994-03-07,주관사
C19940095,창원제강소 공장부지 조성공사 설계변경용역,,설계,국내,삼미종합특수강,도시계획부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-01-28,1994-01-28,"26,500,000",0,"26,500,000",100.00,1994-04-27,주관사
C19940096,도시계획도로 개설공시 설계용역,,설계,국내,경상남도 진해시,도로부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-02-15,1994-02-15,"17,000,000",0,"17,000,000",100.00,1994-03-26,주관사
C19940097,창원종합의료시설 부지조성조사 측량 및 실시설계용역,,설계,국내,재단법인 대구구모교성베네딕토수녀원,도시계획부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-02-17,1994-02-17,"35,000,000",0,"35,000,000",100.00,1995-04-26,비주관사
C19940098,"산촌-월치간 도로 확,포장사업 조사측량설계용역",,설계,국내,경상남도 고성군,도로부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-03-02,1994-03-02,"6,400,000",0,"6,400,000",100.00,1994-03-31,주관사
C19940099,진주교-두원중공업간 도로개설공사 실시설계용역,,설계,국내,경상남도 진주시,도로부,지명경쟁입찰(후PQ)(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-03-07,1994-03-07,"165,300,000",0,"165,300,000",100.00,1994-09-02,주관사
C19940100,봉암공단 해안도로 개설공사 실시설계용역,,설계,국내,경상남도 마산시,도로부,지명경쟁입찰(후PQ)(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-03-14,1994-03-14,"126,743,500",0,"126,743,500",100.00,1994-06-11,주관사
C19940101,94오지개발사업 실시설계용역,,설계,국내,경상남도 거창군,도시계획부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-03-12,1994-03-12,0,0,0,0.00,1994-04-09,주관사
C19940102,‘94소도읍 개발사업 실시설계용역,,설계,국내,경상남도 거창군,도시계획부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-03-12,1994-03-12,0,0,0,0.00,1994-04-09,주관사
C19940103,지산~명학간 도로 확.포장공사 조사측량 설계용역,,설계,국내,경상남도 창원시,도로부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-03-18,1994-03-18,"9,230,000",0,"9,230,000",100.00,1994-04-22,주관사
C19940104,임포지구 정주생활권 개발사업 실시설계용역,,설계,국내,경상남도 고성군,도시계획부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-04-04,1994-04-04,0,0,0,0.00,1994-06-02,주관사
C19940105,욕지.조선 아포도로 및 도덕동 개설공사 조사측량 및 용역,,설계,국내,경상남도 통영시,도로부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-04-08,1994-04-08,"9,100,000",0,"9,100,000",100.00,1994-05-20,주관사
C19940106,건강한 국토사업 설계용역,,설계,국내,경상남도 창녕군,도시계획부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-04-02,1994-04-02,0,0,0,0.00,1994-05-01,주관사
C19940107,‘94농어촌 도로사업 조사측량 설계용역,,설계,국내,경상남도 밀양시,도로부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-04-28,1994-04-28,"32,019,200",0,"32,019,200",100.00,1994-06-06,주관사
C19940108,가룡포지구 정주생활권 개발사업 실시설계용역,,설계,국내,경상남도 고성군,도시계획부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-05-19,1994-05-19,0,0,0,0.00,1994-07-17,주관사
C19940109,수월도로 개량사업 설계용역,,설계,국내,경상남도 통영시,도로부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-05-19,1994-05-19,"28,483,500",0,"28,483,500",100.00,1994-07-07,주관사
C19940110,도시계획도로 실시설계용역,,설계,국내,경상남도 진해시,도로부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-05-25,1994-05-25,"6,700,000",0,"6,700,000",100.00,1994-07-13,주관사
C19940111,봉암공단 해안도로 개설공사 실시설계 변경용역,,설계,국내,경상남도 마산시,도로부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-06-11,1994-06-11,"17,349,500",0,"17,349,500",100.00,1994-07-11,주관사
C19940112,단천 도로확.포장공사 조사측량 및 실시설계용역,,설계,국내,경상남도 하동군,도로부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-06-20,1994-06-20,"7,900,000",0,"7,900,000",100.00,1994-07-29,주관사
C19940113,금난 환지농로 개설공사 조사측량 및 실시설계용역,,설계,국내,경상남도 하동군,도로부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-06-20,1994-06-20,"1,850,000",0,"1,850,000",100.00,1994-07-19,주관사
C19940114,주민 숙원 사업 조사 측량 설계용역,,설계,국내,경상남도 하동군,도시계획부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-07-07,1994-07-07,0,0,0,0.00,1994-08-15,주관사
C19940115,‘94어서지구 간선도로 정비사업 실시설계용역,,설계,국내,경상남도 산청군,도로부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-07-21,1994-07-21,"8,300,000",0,"8,300,000",100.00,1994-08-30,주관사
C19940116,칠곡(하)화물차 전용휴게소 설치공사 실시설계용역,,설계,국내,한국도로공사 대구경북본부,도로부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-07-27,1994-07-27,"16,800,000",0,"16,800,000",100.00,1994-11-23,주관사
C19940117,교통개선(TSM) 실시설계용역,,설계,국내,울산광역시,도로부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-09-01,1994-09-01,"9,000,000",0,"9,000,000",100.00,1994-10-20,주관사
C19940118,우천~상월간 도로확.포장공사 조사측량 설계용역,,설계,국내,경상남도 창녕군,도로부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-11-24,1994-11-24,"6,633,000",0,"6,633,000",100.00,1994-12-08,주관사
C19940119,금남복지회관건립 진입로개설 및 부지조성 설계용역,,설계,국내,경상남도 하동군,도로부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-12-10,1994-12-10,"3,200,000",0,"3,200,000",100.00,1994-12-30,주관사
C19940120,만기선(하천도로) 확.포장공사 조사측량 및 실시설계용역,,설계,국내,경상남도 하동군,도로부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-12-10,1994-12-10,"1,900,000",0,"1,900,000",100.00,1994-12-30,주관사
C19940121,천평~중태간 도로확.포장공사 실시설계용역,,설계,국내,경상남도 산청군,도로부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-12-12,1994-12-12,"11,840,000",0,"11,840,000",100.00,1995-04-10,주관사
C19940122,동광양 소방서 광양파출소 부대공사 설계용역,,설계,국내,전라남도 광양시,구조부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-03-15,1994-03-15,0,0,0,0.00,1994-03-24,주관사
C19940123,수리시설 개보수사업 조사측량 및 실시설계,,설계,국내,경상남도 하동군,지반부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-03-16,1994-03-16,0,0,0,0.00,1994-04-15,주관사
C19940124,미곡처리장 부대공사 설계,,설계,국내,하동군 금남농협,지반부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-06-20,1994-06-20,0,0,0,0.00,1994-06-30,주관사
C19940125,대도 선착장 축조 설계용역,,설계,국내,경상남도 하동군,지반부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-07-18,1994-07-18,0,0,0,0.00,1994-08-27,주관사
C19940126,소방용수시설 정수로 설치공사,,설계,국내,경상남도 하동군,구조부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-07-18,1994-07-18,0,0,0,0.00,1994-07-28,주관사
C19940127,공업로타리 지하보도설치 기본 및 실시설계용역,,설계,국내,울산광역시,도로부,지명경쟁입찰(후PQ)(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-08-06,1994-08-06,"86,650,000",0,"86,650,000",100.00,1994-11-03,주관사
C19940128,완암SS~세신실업간 지중화공사 설계도 작성용역외 2건,,설계,국내,한국전력공사,구조부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-08-10,1994-08-10,0,0,0,0.00,1994-08-30,주관사
C19940129,토현교 배전관로첨가 구조검토용역,,설계,국내,한국전력 경남지사,구조부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-10-12,1994-10-12,0,0,0,0.00,1994-10-31,주관사
C19940130,광양산업㈜ 차고지 및 사무동등 설계용역 토지 형질 변경,,설계,국내,광양산업㈜,지반부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-10-13,1994-10-13,0,0,0,0.00,1994-10-27,주관사
C19940131,가야병원 신축 실시설계용역,,설계,국내,조해영,구조부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-12-01,1994-12-01,0,0,0,0.00,1995-05-30,주관사
C19940132,대덕 소하천 복개공사외 2건 조사측량 및 설계용역,,설계,국내,경상남도 하동군,구조부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-12-19,1994-12-19,0,0,0,0.00,1995-01-18,주관사
C19940133,공항농로개량 암거설치공사,,설계,국내,경상남도 하동군,구조부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-12-19,1994-12-19,0,0,0,0.00,1995-01-18,주관사
C19940134,"숭산교,호암교,창락교 보수공사 조사측량 설계용역",,설계,국내,경상남도,구조부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-12-19,1994-12-19,0,0,0,0.00,1995-02-16,주관사
C19940135,북평2교 재가설공사 조사측량 설계용역,,설계,국내,경상남도,구조부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-12-19,1994-12-19,0,0,0,0.00,1995-02-06,주관사
C19940136,동막교 안전진단 용역,,설계,국내,인천광역시 남동구,구조부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-12-29,1994-12-29,0,0,0,0.00,1995-01-18,주관사
C19940137,성철사 진입도로 하천공작물 설치 설계용역,,설계,국내,㈜성철사,구조부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-05-30,1994-05-30,0,0,0,0.00,1994-06-29,주관사
C19940138,‘94분양가 산정용역,,설계,국내,경상남도 창원시,도시계획부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-04-12,1994-04-12,"27,760,000",0,"27,760,000",0.00,1994-06-10,주관사
C19940139,죽전지구 취락지역 개발계획 수립용역,,설계,국내,경상남도 사천시,도시계획부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-05-16,1994-05-16,"40,000,000",0,"40,000,000",0.00,1995-02-05,주관사
C19940140,동항 취락지구 개발계획용역,,설계,국내,경상남도 통영시,도시계획부,지명경쟁입찰(후PQ)(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-07-07,1994-07-07,"56,715,000",0,"56,715,000",0.00,1997-10-04,주관사
C19940141,남목상수원 보호구역 지적현황 측량 및 지적고시용역,,설계,국내,울산광역시 상수도사업본부,도시계획부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-09-13,1994-09-13,"47,500,000",0,"47,500,000",0.00,1995-01-10,주관사
C19940142,역전광장 조성공사 실시설계용역,,설계,국내,울산광역시,도시계획부,지명경쟁입찰(후PQ)(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-10-11,1994-10-11,0,0,0,0.00,1995-06-09,주관사
C19940143,마산항 제5부두내 부지조성 실시설계용역,,설계,국내,㈜대일,구조부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-12-05,1994-12-05,0,0,0,0.00,1995-01-05,주관사
C19940144,차룡단지 및 대방택지개발 사업지구내 미개발 아파트용지(지구)개발 기본계획용역,,설계,국내,경상남도 창원시,도시계획부,지명경쟁입찰(후PQ)(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-12-19,1994-12-19,"50,032,000",0,"50,032,000",0.00,1995-05-17,주관사
C19940145,진교배수로 설치공사 조사측량 설계용역,,설계,국내,경상남도 하동군,상하수도부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-05-15,1994-05-15,"8,620,000",0,"8,620,000",0.00,1994-06-14,주관사
C19940146,아천 하천정비 기본계획 수립용역,,설계,국내,경상남도 합천군,수자원부,설계시공분리발주,본사업,준공,,,㈜수성엔지니어링(100),1994-07-13,1994-07-13,"25,800,000",0,"25,800,000",0.00,1994-10-10,주관사
C19940147,‘94가을착수 상골외 1지구 경지정리사업 측량설계용역,,설계,국내,경상남도 산청군,지반부,지명경쟁입찰(후PQ)(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-08-05,1994-08-05,0,0,0,0.00,1994-09-13,주관사
C19940148,남일재 해수욕장 주변정비공사 설계용역,,설계,국내,경상남도 사천시,지반부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-04-12,1994-04-12,0,0,0,0.00,1994-05-20,주관사
C19940149,사천 월성리 표고측량,,설계,국내,㈜한주종합건설,지반부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-06-20,1994-06-20,0,0,0,0.00,1994-06-30,주관사
C19940150,본포교 가설공사 중심점 측량 및 경계점 측량,,설계,국내,현대건설㈜,지반부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-10-15,1994-10-15,0,0,0,0.00,1994-11-13,주관사
C19940151,가시설(흙막이)설계 외,,설계,국내,두산건설㈜ 외 13여개,지반부,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-01-01,1994-01-01,0,0,0,0.00,1994-12-31,주관사
C19940152,154kv 명장~양정간 전력구 건설공사 공동구 접속터널 실시설계,,설계,국내,한국전력공사 부산전력관리처,기전팀,수의계약(미사용),본사업,준공,,,㈜수성엔지니어링(100),1994-10-12,1994-10-12,"75,000,000",0,"75,000,000",0.00,1994-12-10,주관사
